id_venda;data_venda;loja;categoria;produto;quantidade;preco_unitario;valor_total;forma_pagamento;canal;tempo_preparo_min;avaliacao_cliente
100816;09/06/2025;Casa Forte;Bebida gelada;Água de coco;1;8,00;8,00;Débito;Delivery;8,9;4
100111;06/02/2025;Recife Antigo;Bebida quente;Café expresso;3;6,17;18,51;Crédito;Balcão;3,7;4
100931;09/03/2025;Recife Antigo;Bebida gelada;Cold brew;4;14,25;57,00;;Balcão;1,5;5
100558;17/04/2025;Recife Antigo;Bebida quente;Chá artesanal;1;8,55;8,55;Crédito;Balcão;10,2;5
100583;14/03/2025;Espinheiro;Doce;Cookie;1;8,50;8,50;Pix;Balcão;7,9;4
101129;29/06/2025;Boa Viagem ;Bebida gelada;Cold brew;1;16,80;16,80;Pix;Balcão;1,5;4
100562;02/06/2025;Casa forte;Bebida quente;Chá artesanal;4;9,00;36,00;Pix;App;4,7;5
100603;11/05/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Pix;Balcão;10,1;
100991;17/05/2025;Recife Antigo;Salgado;Pão de queijo;2;6,65;13,30;Pix;Balcão;8,8;
100102;18/02/2025;Espinheiro;Bebida gelada;Água de coco;4;8,00;32,00;Pix;Balcão;10,5;5
100454;18/01/2025;Casa Forte;Bebida quente;Cappuccino;3;12,00;36,00;Débito;Balcão;5,0;5
100959;06/04/2025;Espinheiro;Doce;Bolo de rolo (fatia);1;16,00;16,00;;Delivery;9,6;4
100841;25/05/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Débito;App;8,2;5
100981;29/05/2025;Boa Viagem;Bebida quente;Chá artesanal;3;10,08;30,24;Crédito;Balcão;5,0;4
100845;11/06/2025;Espinheiro;Salgado;Sanduíche natural;2;19,00;38,00;Débito;Balcão;4,9;5
100631;30/05/2025;Casa Forte;Salgado;Tapioca;1;14,00;14,00;Pix;Balcão;8,1;4
100587;03/03/2025;Casa Forte;Salgado;Sanduíche natural;2;19,00;38,00;Débito;Delivery;10,2;4
100679;08/03/2025;Espinheiro;Bebida gelada;Cold brew;2;15,00;30,00;Pix;Delivery;8,6;5
100068;06/01/2025;Recife Antigo;Bebida gelada;Água de coco;3;7,60;22,80;Débito;Delivery;5,5;
100708;21/03/2025;Espinheiro;Bebida quente;Café expresso;3;6,50;19,50;Pix;Delivery;3,5;3
101142;31/05/2025;Espinheiro;Salgado;Coxinha;4;9,50;38,00;Crédito;Balcão;9,1;5
100573;20/05/2025;Espinheiro;Bebida quente;Cappuccino;1;12,00;12,00;Crédito;Balcão;6,1;4
101160;07/01/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Débito;Delivery;6,9;4
101080;14/02/2025;Boa Viagem;Bebida quente;Chá artesanal;1;10,08;10,08;Crédito;Delivery;7,4;5
100252;23/03/2025;Recife Antigo;Salgado;Coxinha;2;9,03;18,06;Débito;Delivery;4,1;5
100972;22/01/2025;Recife Antigo;Bebida gelada;Frappê;4;17,10;68,40;Débito;Balcão;2,8;4
100846;13/03/2025;Recife Antigo;Salgado;Sanduíche natural;3;18,05;54,15;Pix;App;8,0;3
100134;18/04/2025;Casa Forte;Salgado;Coxinha;3;9,50;28,50;Dinheiro;Balcão;5,0;5
100588;04/02/2025;Boa Viagem;Doce;Cookie;2;9,52;19,04;Pix;Balcão;2,1;5
100866;07/06/2025;Espinheiro;Doce;Cookie;2;8,50;17,00;Dinheiro;Balcão;6,9;3
100127;26/01/2025;Casa Forte;Bebida quente;Café expresso;;6,50;26,00;Pix;Balcão;3,8;
101107;12/03/2025;Boa Viagem;Bebida quente;Café expresso;1;7,28;7,28;Débito;App;10,2;3
100781;16/06/2025;Boa Viagem;Salgado;Coxinha;;10,64;21,28;Crédito;Balcão;5,8;5
100237;23/05/2025;Casa Forte;Doce;Bolo de rolo (fatia);1;16,00;16,00;Crédito;Delivery;7,1;3
101101;02/03/2025;Boa Viagem;Bebida gelada;Frappê;1;20,16;20,16;Crédito;App;1,8;5
100750;16/02/2025;Casa Forte;Salgado;Pão de queijo;2;7,00;14,00;Débito;App;6,0;4
100853;15/06/2025;Recife Antigo;Bebida gelada;Água de coco;1;7,60;7,60;Pix;Balcão;6,1;5
100803;19/04/2025;Casa Forte;Salgado;Sanduíche natural;1;19,00;19,00;Pix;Balcão;10,8;3
100055;22/05/2025;Casa Forte;Bebida quente;Café expresso;1;6,50;6,50;Pix;Balcão;5,2;4
100933;18/05/2025;Casa Forte;Doce;Cartola;2;17,00;34,00;Pix;Balcão;9,0;4
100105;10/05/2025;BOA VIAGEM;Bebida quente;Chá artesanal;1;10,08;10,08;Pix;Balcão;5,5;3
100163;07/01/2025;Recife Antigo;Salgado;Pão de queijo;1;6,65;6,65;Pix;Balcão;7,0;2
100759;25/03/2025;Recife Antigo;Bebida gelada;Suco de caju;1;10,45;10,45;Pix;Delivery;8,1;3
101174;02/04/2025;Boa Viagem;Bebida quente;Cappuccino;4;13,44;53,76;Pix;Balcão;5,3;5
100602;14/06/2025;Boa Viagem;Bebida quente;Cappuccino;3;13,44;40,32;Débito;Delivery;2,3;5
100794;06/01/2025;Espinheiro;Salgado;Sanduíche natural;1;19,00;19,00;Débito;Balcão;7,4;4
100977;14/03/2025;Boa Viagem;Doce;Cookie;4;9,52;38,08;Crédito;Balcão;3,5;5
100718;29/04/2025;Casa Forte;Doce;Cookie;4;8,50;34,00;Pix;Delivery;9,4;4
100518;04/01/2025;Boa Viagem;Salgado;Pão de queijo;1;7,84;7,84;Débito;Delivery;9,0;4
100639;07/06/2025;Boa Viagem;Salgado;Pão de queijo;1;7,84;7,84;Débito;Balcão;9,4;5
100913;28/06/2025;Recife Antigo;Bebida quente;Cappuccino;3;11,40;34,20;Débito;Balcão;7,0;5
101152;18/01/2025;Casa Forte;Salgado;Tapioca;1;14,00;14,00;Pix;Balcão;12,2;5
100543;29/06/2025;Espinheiro;Bebida gelada;Água de coco;2;8,00;16,00;Crédito;Balcão;5,4;4
101045;01/03/2025;Espinheiro;Salgado;Sanduíche natural;1;19,00;19,00;Pix;App;4,2;5
100578;04/06/2025;Recife Antigo;Doce;Cookie;3;8,07;24,21;Pix;App;6,6;5
100660;19/02/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Dinheiro;Delivery;3,2;4
101127;05/05/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Crédito;Delivery;6,5;4
100406;21/02/2025;Casa Forte;Salgado;Sanduíche natural;4;19,00;76,00;Pix;Delivery;6,7;3
101054;21/02/2025;Espinheiro;Doce;Bolo de rolo (fatia);2;16,00;32,00;;Balcão;8,8;5
101124;18/03/2025;Casa Forte;Bebida gelada;Água de coco;2;8,00;16,00;Débito;Balcão;6,9;5
100446;27/06/2025;Casa Forte;Salgado;Tapioca;1;14,00;14,00;Crédito;Balcão;7,1;3
100479;16/03/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Pix;Delivery;4,8;
100755;11/02/2025;Boa Viagem ;Bebida gelada;Suco de caju;3;12,32;36,96;;Delivery;6,1;5
101070;08/06/2025;Casa Forte;Bebida quente;Latte;2;13,50;27,00;Pix;Delivery;7,9;5
100261;30/05/2025;Boa Viagem;Salgado;Tapioca;1;15,68;15,68;Débito;App;9,7;
100294;02/06/2025;Espinheiro;Salgado;Coxinha;2;9,50;19,00;Débito;Delivery;11,6;4
100581;06/04/2025;Casa Forte;Doce;Brownie;2;12,50;25,00;Crédito;Delivery;4,4;
101055;03/05/2025;Boa Viagem;Doce;Brownie;1;14,00;14,00;Crédito;App;7,7;4
100613;28/06/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Balcão;5,1;4
101198;22/02/2025;Espinheiro;Doce;Cookie;1;8,50;8,50;Crédito;Balcão;6,0;5
100159;20/05/2025;Casa Forte;Doce;Cartola;1;17,00;17,00;Pix;Balcão;8,5;4
100885;10/03/2025;Recife Antigo;Salgado;Coxinha;2;9,03;18,06;Pix;Delivery;9,2;4
100333;06/06/2025;Boa Viagem;Bebida gelada;Frappê;2;20,16;40,32;Pix;App;2,3;5
100279;04/06/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Dinheiro;Balcão;5,1;5
101189;29/04/2025;Recife Antigo;Bebida quente;Café expresso;2;6,17;12,34;Crédito;Balcão;5,8;3
100533;27/04/2025;Boa Viagem;Bebida quente;Cappuccino;4;13,44;53,76;Pix;Balcão;9,1;5
101032;03/04/2025;Casa Forte;Bebida quente;Café expresso;2;6,50;13,00;Pix;Balcão;3,9;4
100014;22/03/2025;Boa Viagem;Bebida gelada;Água de coco;3;8,96;26,88;Débito;Balcão;8,0;5
100838;17/03/2025;Boa Viagem ;Bebida quente;Chá artesanal;1;10,08;10,08;Crédito;Balcão;3,5;4
100392;17/04/2025;Casa Forte;Bebida quente;Latte;1;13,50;13,50;Pix;Delivery;3,8;3
100422;02/01/2025;Recife Antigo;Salgado;Sanduíche natural;4;18,05;72,20;Débito;Balcão;7,9;5
101040;18/01/2025;Casa Forte;Doce;Brownie;1;12,50;12,50;Débito;Balcão;8,0;4
101158;21/03/2025;Espinheiro;Bebida gelada;Suco de caju;1;11,00;11,00;;Delivery;8,6;3
100929;14/05/2025;Casa Forte;Bebida gelada;Água de coco;2;8,00;16,00;Dinheiro;Delivery;6,0;5
100758;10/01/2025;Boa Viagem;Bebida quente;Chá artesanal;2;10,08;20,16;Débito;Balcão;6,8;3
100236;26/03/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Pix;Balcão;8,6;5
100466;28/04/2025;Casa Forte;Salgado;Tapioca;3;14,00;42,00;Débito;Balcão;9,7;5
100291;10/01/2025;Recife Antigo;Bebida gelada;Frappê;1;17,10;17,10;Pix;Balcão;4,3;3
100233;19/04/2025;Casa Forte;Bebida quente;Café expresso;3;6,50;19,50;Crédito;Balcão;9,8;4
100141;30/03/2025;Boa Viagem;Bebida gelada;Frappê;3;20,16;60,48;Crédito;Balcão;8,6;4
100409;30/06/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;Pix;Delivery;7,1;
101191;13/03/2025;Boa Viagem;Bebida quente;Latte;3;15,12;45,36;Débito;Delivery;8,1;4
100319;21/06/2025;Espinheiro;Salgado;Sanduíche natural;1;19,00;19,00;Crédito;Delivery;7,7;4
100921;03/06/2025;Recife Antigo;Bebida quente;Latte;3;12,82;38,46;Crédito;Balcão;1,7;
100830;21/04/2025;Boa Viagem;Bebida quente;Café expresso;4;7,28;29,12;Pix;App;9,0;4
100654;04/06/2025;Casa Forte;Salgado;Tapioca;2;14,00;28,00;Pix;Delivery;9,1;4
100887;25/01/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Delivery;5,2;5
101192;08/06/2025;Espinheiro;Bebida quente;Chá artesanal;3;9,00;27,00;Dinheiro;Balcão;6,1;5
100059;21/01/2025;boa viagem;Bebida quente;Latte;2;15,12;30,24;Pix;App;9,1;4
100930;23/02/2025;Casa Forte;Salgado;Pão de queijo;1;7,00;7,00;Débito;Delivery;8,2;4
100619;08/01/2025;Boa Viagem;Doce;Brownie;1;14,00;14,00;Pix;Balcão;4,1;
100461;26/01/2025;Casa Forte;Bebida quente;Cappuccino;2;12,00;24,00;Pix;Balcão;4,5;2
101061;21/04/2025;Espinheiro;Doce;Bolo de rolo (fatia);1;16,00;16,00;Dinheiro;Balcão;3,9;4
100534;03/01/2025;Boa Viagem;Bebida gelada;Suco de caju;1;12,32;12,32;Pix;Balcão;8,4;
100989;24/05/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;;Balcão;5,9;5
100646;01/01/2025;Recife Antigo;Doce;Bolo de rolo (fatia);1;15,20;15,20;Débito;Balcão;6,6;
101068;05/01/2025;Boa Viagem;Bebida gelada;Água de coco;1;8,96;8,96;Crédito;Delivery;2,1;4
100401;16/06/2025;Boa Viagem;Doce;Cookie;3;9,52;28,56;Crédito;App;7,0;5
100822;23/02/2025;Boa Viagem;Salgado;Pão de queijo;2;7,84;15,68;Pix;Balcão;7,8;4
100371;19/02/2025;Casa Forte;Bebida quente;Chá artesanal;2;9,00;18,00;Crédito;Balcão;7,1;4
100399;22/03/2025;Boa Viagem;Bebida gelada;Frappê;1;20,16;20,16;Dinheiro;Balcão;5,8;3
100623;26/03/2025;Boa Viagem;Bebida gelada;Água de coco;2;8,96;17,92;Débito;Balcão;7,7;4
100911;08/06/2025;Casa Forte;Bebida quente;Chá artesanal;3;9,00;27,00;Crédito;Balcão;9,7;5
100820;10/01/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Crédito;App;6,2;5
100037;28/03/2025;Casa Forte;Bebida quente;Latte;1;13,50;13,50;Crédito;Delivery;8,3;5
100589;05/01/2025;Espinheiro;Bebida quente;Cappuccino;4;12,00;48,00;Crédito;Delivery;7,3;4
100685;04/03/2025;Recife Antigo;Bebida quente;Latte;4;12,82;51,28;Débito;Delivery;7,3;5
100106;23/03/2025;Recife Antigo;Bebida quente;Latte;4;12,82;51,28;Dinheiro;Balcão;3,9;4
100322;01/03/2025;Boa Viagem;Bebida quente;Chá artesanal;4;10,08;40,32;Crédito;Balcão;7,8;5
100351;01/02/2025;Casa Forte;Bebida gelada;Suco de caju;-1;11,00;11,00;Débito;Balcão;6,4;5
100356;19/05/2025;Boa Viagem;Bebida quente;Café expresso;2;7,28;14,56;Débito;Balcão;8,8;4
100251;07/06/2025;Casa Forte;Bebida quente;Cappuccino;2;12,00;24,00;Pix;Delivery;9,0;4
100717;19/01/2025;Recife Antigo;Doce;Brownie;2;11,88;23,76;Débito;Balcão;4,9;4
100390;26/04/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Pix;App;7,4;3
100443;04/02/2025;Espinheiro;Salgado;Tapioca;;14,00;14,00;Crédito;Delivery;16,2;3
100733;11/03/2025;Casa Forte;Salgado;Tapioca;2;14,00;28,00;Débito;Balcão;320,0;4
100215;15/05/2025;BOA VIAGEM;Bebida quente;Café expresso;4;7,28;29,12;Crédito;Balcão;5,2;5
100338;16/01/2025;Boa Viagem;Salgado;Coxinha;3;10,64;31,92;Débito;Balcão;10,4;3
100056;24/03/2025;Recife Antigo;Salgado;Coxinha;1;9,03;9,03;Débito;Balcão;8,7;4
100181;11/06/2025;Espinheiro;Bebida gelada;Frappê;1;18,00;18,00;Pix;Balcão;9,0;
100053;01/05/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Débito;Delivery;;
100668;23/02/2025;Boa Viagem;Salgado;Tapioca;2;15,68;31,36;Crédito;App;11,6;5
101137;18/03/2025;Casa Forte;Bebida quente;Café expresso;1;6,50;6,50;Crédito;Delivery;8,5;3
100346;21/06/2025;Boa Viagem;Salgado;Pão de queijo;1;7,84;7,84;Crédito;Delivery;8,5;5
100231;17/03/2025;Recife Antigo;Salgado;Pão de queijo;2;6,65;13,30;Débito;Balcão;5,0;5
100151;12/06/2025;Casa Forte;Bebida quente;Cappuccino;2;12,00;24,00;Débito;Balcão;6,3;4
100500;14/05/2025;boa viagem;Bebida gelada;Água de coco;1;8,96;8,96;Débito;Balcão;6,7;5
101038;22/03/2025;Boa Viagem;Doce;Cookie;4;9,52;38,08;Crédito;Balcão;6,5;3
100230;26/01/2025;Espinheiro;Bebida gelada;Cold brew;4;15,00;60,00;Crédito;Balcão;8,4;4
100524;22/01/2025;Boa Viagem;Bebida gelada;Suco de caju;1;12,32;12,32;Crédito;Delivery;3,6;4
100956;21/05/2025;Boa Viagem;Bebida gelada;Água de coco;1;8,96;8,96;Crédito;Balcão;6,0;5
100990;23/04/2025;Boa Viagem;Bebida quente;Chá artesanal;4;10,08;40,32;Crédito;Delivery;7,6;3
100995;21/03/2025;Espinheiro;Bebida quente;Chá artesanal;1;9,00;9,00;Pix;Balcão;6,8;3
100257;19/01/2025;Boa Viagem;Doce;Brownie;3;14,00;42,00;Pix;Delivery;8,1;5
100388;22/01/2025;Espinheiro;Bebida gelada;Suco de caju;1;11,00;11,00;Pix;Balcão;1,5;4
100525;08/03/2025;Recife Antigo;Salgado;Coxinha;2;9,03;18,06;Pix;Balcão;9,1;3
100185;01/05/2025;Boa Viagem;Salgado;Tapioca;4;15,68;62,72;Pix;Delivery;8,1;5
100043;26/02/2025;Casa Forte;Salgado;Sanduíche natural;2;19,00;38,00;Crédito;Delivery;5,9;3
100473;25/01/2025;Casa Forte;Salgado;Coxinha;1;9,50;9,50;Crédito;Delivery;8,9;3
100871;05/01/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Crédito;Balcão;7,0;5
100142;20/06/2025;Casa Forte;Bebida quente;Café expresso;2;6,50;13,00;Dinheiro;Balcão;7,0;5
100922;22/04/2025;BOA VIAGEM;Bebida gelada;Suco de caju;1;12,32;12,32;Pix;Balcão;4,7;4
101084;27/06/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Crédito;Balcão;6,1;5
101116;26/01/2025;Recife Antigo;Salgado;Pão de queijo;4;6,65;26,60;Débito;Balcão;11,7;5
100892;14/02/2025;Casa Forte;Doce;Cookie;2;8,50;17,00;Crédito;App;6,9;4
100692;12/02/2025;Recife Antigo;Bebida quente;Cappuccino;1;11,40;11,40;Débito;Balcão;6,0;4
100849;24/06/2025;Boa Viagem;Bebida quente;Chá artesanal;4;10,08;40,32;Pix;App;6,0;4
100329;22/02/2025;Espinheiro;Bebida quente;Café expresso;2;6,50;13,00;Crédito;Delivery;10,7;5
100512;11/01/2025;Casa Forte;Bebida gelada;Frappê;2;18,00;36,00;Crédito;Balcão;4,9;4
100868;19/01/2025;Boa Viagem;Bebida quente;Café expresso;;7,28;7,28;Pix;Balcão;12,0;4
100579;03/03/2025;Espinheiro;Bebida quente;Latte;3;13,50;40,50;Pix;App;1,8;4
100796;04/01/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Crédito;Delivery;8,1;5
100665;11/05/2025;Boa Viagem;Salgado;Coxinha;4;10,64;42,56;Pix;Balcão;8,7;5
100975;20/04/2025;Espinheiro;Doce;Brownie;1;12,50;12,50;Pix;Balcão;6,5;5
101141;24/05/2025;boa viagem;Salgado;Tapioca;2;15,68;31,36;Pix;App;10,0;5
101109;04/02/2025;Boa Viagem;Bebida gelada;Água de coco;2;8,96;17,92;Crédito;Balcão;8,3;4
100903;29/03/2025;Boa Viagem;Salgado;Sanduíche natural;;21,28;85,12;Pix;App;4,9;3
100943;16/03/2025;Espinheiro;Salgado;Sanduíche natural;1;19,00;19,00;Pix;App;10,4;4
100947;04/06/2025;Boa Viagem;Bebida gelada;Suco de caju;2;12,32;24,64;Pix;Balcão;6,2;3
101095;16/03/2025;Recife Antigo;Bebida gelada;Suco de caju;1;10,45;10,45;Crédito;Balcão;9,1;4
100643;12/02/2025;Boa Viagem;Doce;Brownie;1;14,00;14,00;Débito;Balcão;4,9;5
101072;22/03/2025;Casa Forte;Salgado;Tapioca;3;14,00;42,00;Crédito;Delivery;12,3;4
100283;15/02/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Pix;Balcão;7,7;4
100645;05/06/2025;Espinheiro;Salgado;Sanduíche natural;4;19,00;76,00;Pix;Delivery;7,5;4
100417;21/05/2025;Boa Viagem;Bebida gelada;Cold brew;3;16,80;50,40;Débito;Delivery;6,1;4
101035;27/04/2025;Recife Antigo;Bebida quente;Cappuccino;3;11,40;34,20;Pix;Delivery;5,1;5
100642;10/01/2025;Espinheiro;Bebida quente;Cappuccino;1;12,00;12,00;Débito;App;6,6;
100745;30/03/2025;Boa Viagem;Bebida quente;Café expresso;2;7,28;14,56;Crédito;Balcão;6,7;4
100114;02/02/2025;Casa Forte;Doce;Brownie;2;12,50;25,00;Débito;Balcão;5,1;4
100818;23/04/2025;Boa Viagem;Bebida gelada;Cold brew;1;16,80;16,80;Pix;App;5,1;
100289;19/01/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;Débito;Balcão;4,6;
100932;15/03/2025;Casa Forte;Doce;Cookie;1;8,50;8,50;Crédito;Balcão;6,5;5
101102;25/05/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;10,8;4
100271;01/02/2025;Boa Viagem;Bebida quente;Cappuccino;2;13,44;26,88;Crédito;Delivery;6,2;4
100719;22/06/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Crédito;Delivery;9,7;3
100313;08/03/2025;Recife Antigo;Salgado;Sanduíche natural;2;18,05;36,10;Crédito;Balcão;4,9;4
100698;29/04/2025;Boa Viagem;Doce;Cookie;1;9,52;9,52;Pix;Delivery;6,4;5
100284;14/04/2025;Recife Antigo;Doce;Cookie;2;8,07;16,14;;App;6,6;4
100129;17/04/2025;Espinheiro;Doce;Brownie;1;12,50;12,50;Crédito;Balcão;5,8;4
100395;24/03/2025;Boa Viagem;Bebida gelada;Cold brew;2;16,80;33,60;Pix;Balcão;4,2;5
101112;23/04/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Dinheiro;Balcão;5,9;4
100326;26/05/2025;Recife Antigo;Salgado;Coxinha;3;9,03;27,09;Débito;Balcão;9,3;5
100942;02/02/2025;Recife Antigo;Salgado;Sanduíche natural;1;18,05;18,05;;Delivery;12,0;4
101005;13/03/2025;Casa Forte;Bebida gelada;Água de coco;3;8,00;24,00;Pix;App;9,2;3
100761;28/01/2025;Recife Antigo;Bebida quente;Latte;4;12,82;51,28;Crédito;Balcão;9,1;3
100790;09/02/2025;Boa Viagem;Bebida gelada;Suco de caju;4;12,32;49,28;Pix;Delivery;6,2;3
100040;21/03/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Dinheiro;Balcão;9,8;4
100306;11/03/2025;Casa Forte;Bebida gelada;Água de coco;2;8,00;16,00;Crédito;Delivery;9,4;4
101060;22/06/2025;Boa Viagem;Doce;Brownie;4;14,00;56,00;Crédito;Balcão;5,3;4
100373;27/02/2025;Espinheiro;Bebida gelada;Frappê;1;18,00;18,00;Dinheiro;Balcão;2,7;5
101066;14/03/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Pix;Balcão;4,8;3
100495;10/04/2025;Casa Forte;Salgado;Tapioca;3;14,00;42,00;Pix;Balcão;8,0;5
100272;11/01/2025;Espinheiro;Bebida quente;Chá artesanal;1;9,00;9,00;Pix;Balcão;8,5;5
100008;24/01/2025;Espinheiro;Salgado;Coxinha;2;9,50;19,00;Pix;App;10,2;5
100855;27/03/2025;Espinheiro;Bebida quente;Café expresso;1;6,50;6,50;Pix;Balcão;5,6;4
100753;29/03/2025;Recife Antigo;Bebida quente;Cappuccino;2;11,40;22,80;;App;4,6;5
100652;03/05/2025;Recife Antigo;Salgado;Sanduíche natural;1;18,05;18,05;Débito;Balcão;9,0;4
100960;08/04/2025;Boa Viagem;Doce;Cookie;1;9,52;9,52;Crédito;Balcão;5,3;4
100397;23/02/2025;BOA VIAGEM;Bebida quente;Latte;1;15,12;15,12;Pix;Balcão;4,2;3
100414;05/01/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Pix;App;4,4;4
100863;13/04/2025;Boa Viagem ;Salgado;Pão de queijo;3;7,84;23,52;Crédito;Balcão;11,7;3
100812;29/06/2025;Espinheiro;Doce;Cartola;1;17,00;17,00;Pix;Delivery;8,0;4
100934;20/05/2025;Espinheiro;Bebida gelada;Frappê;1;18,00;18,00;Pix;App;9,0;4
100504;05/04/2025;Boa Viagem;Bebida gelada;Cold brew;1;16,80;16,80;Dinheiro;Balcão;5,5;4
100532;12/03/2025;Espinheiro;Salgado;Coxinha;2;9,50;19,00;Débito;Balcão;4,7;3
100988;03/03/2025;Espinheiro;Doce;Brownie;4;12,50;50,00;Pix;Balcão;4,4;4
100751;28/02/2025;Boa Viagem;Salgado;Sanduíche natural;1;21,28;21,28;Pix;App;8,0;5
100878;20/04/2025;Casa Forte;Bebida quente;Latte;1;13,50;13,50;Dinheiro;Balcão;4,7;5
100976;26/03/2025;Casa Forte;Bebida gelada;Água de coco;1;8,00;8,00;Dinheiro;Balcão;8,4;4
100491;28/04/2025;Boa Viagem;Bebida gelada;Frappê;1;20,16;20,16;Dinheiro;Delivery;10,4;5
100079;23/05/2025;Boa Viagem;Doce;Bolo de rolo (fatia);4;17,92;71,68;Pix;App;7,8;3
100806;06/05/2025;Casa Forte;Bebida quente;Café expresso;1;6,50;6,50;Pix;Balcão;5,7;5
100342;25/05/2025;Boa Viagem;Bebida quente;Cappuccino;1;13,44;13,44;Pix;Delivery;3,1;
100457;24/03/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Balcão;4,4;5
100049;26/01/2025;Casa Forte;Bebida quente;Chá artesanal;3;9,00;27,00;Pix;Balcão;6,6;5
100250;28/04/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Crédito;Balcão;8,3;4
101015;02/02/2025;Casa Forte;Salgado;Coxinha;1;9,50;9,50;Pix;Balcão;9,9;4
100020;18/05/2025;Casa Forte;Bebida gelada;Suco de caju;4;11,00;44,00;Crédito;Balcão;1,5;4
100569;08/04/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Pix;Balcão;11,0;5
100832;14/03/2025;Recife Antigo;Bebida quente;Chá artesanal;2;8,55;17,10;Pix;Balcão;6,9;4
100135;05/01/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Débito;Balcão;5,4;5
100536;06/04/2025;Casa forte;Bebida gelada;Suco de caju;1;11,00;11,00;Dinheiro;Delivery;6,0;3
100567;11/01/2025;Espinheiro;Doce;Bolo de rolo (fatia);4;16,00;64,00;Pix;Balcão;6,6;5
100653;13/02/2025;Recife Antigo;Salgado;Coxinha;1;9,03;9,03;Crédito;Balcão;8,8;5
100696;15/05/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Débito;Balcão;9,2;4
101041;02/05/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;8,4;3
100481;09/02/2025;Espinheiro;Bebida gelada;Frappê;4;18,00;72,00;Débito;Delivery;5,1;5
100033;09/03/2025;Boa Viagem;Bebida quente;Cappuccino;4;13,44;53,76;Crédito;Balcão;7,8;3
100923;09/04/2025;Recife Antigo;Bebida quente;Café expresso;2;6,17;12,34;Crédito;Balcão;8,6;4
100382;22/05/2025;Boa Viagem;Bebida quente;Chá artesanal;2;10,08;20,16;Crédito;Balcão;8,7;2
100025;05/02/2025;Recife Antigo;Salgado;Sanduíche natural;2;18,05;36,10;Pix;Balcão;7,8;3
100047;22/02/2025;Boa Viagem;Bebida gelada;Água de coco;2;8,96;17,92;Crédito;Balcão;7,2;3
101036;03/03/2025;Recife Antigo;Bebida gelada;Suco de caju;2;10,45;20,90;Dinheiro;Balcão;4,6;4
100174;31/01/2025;Boa Viagem;Doce;Cartola;3;19,04;57,12;Crédito;Balcão;6,6;4
100029;04/05/2025;Boa Viagem ;Doce;Bolo de rolo (fatia);1;17,92;17,92;Débito;App;3,2;5
100571;02/06/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;Crédito;Balcão;6,2;4
100153;11/04/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Crédito;Delivery;4,1;3
100756;01/03/2025;Casa Forte;Bebida quente;Chá artesanal;1;9,00;9,00;Dinheiro;Balcão;7,3;4
100965;29/03/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;Crédito;Balcão;3,5;5
101132;18/01/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Crédito;Balcão;6,0;5
100161;15/06/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Débito;Delivery;11,5;5
100244;20/04/2025;Recife Antigo;Bebida quente;Cappuccino;2;11,40;22,80;Pix;App;6,8;4
